num_samples	m_hat_log_area_x0	sigma_hat_log_area_x0	m_err_log_area_x0	sigma_err_log_area_x0	m_hat_log_area_x1	sigma_hat_log_area_x1	m_err_log_area_x1	sigma_err_log_area_x1	m_hat_log_area_x2	sigma_hat_log_area_x2	m_err_log_area_x2	sigma_err_log_area_x2	m_hat_log_perimeter_x0	sigma_hat_log_perimeter_x0	m_err_log_perimeter_x0	sigma_err_log_perimeter_x0	m_hat_log_perimeter_x1	sigma_hat_log_perimeter_x1	m_err_log_perimeter_x1	sigma_err_log_perimeter_x1	m_hat_log_perimeter_x2	sigma_hat_log_perimeter_x2	m_err_log_perimeter_x2	sigma_err_log_perimeter_x2	m_hat_circularity_x0	sigma_hat_circularity_x0	m_err_circularity_x0	sigma_err_circularity_x0	m_hat_circularity_x1	sigma_hat_circularity_x1	m_err_circularity_x1	sigma_err_circularity_x1	m_hat_circularity_x2	sigma_hat_circularity_x2	m_err_circularity_x2	sigma_err_circularity_x2
39	4.689984305785548	0.7861474814294815	0.6899843057855479	-0.21385251857051846	8.974275645848108	1.0919922239218505	2.474275645848108	-0.40800777607814953	8.79939899379297	0.8198662666277549	-0.20060100620703025	-0.18013373337224514	4.0370696849023835	0.4938070906344312	0.5370696849023835	-0.006192909365568822	6.58180685381254	0.7148876541089876	1.58180685381254	0.21488765410898758	5.954280736243996	0.40595344921698223	-0.04571926375600377	-0.09404655078301777	0.4616173389557413	0.14268715664930687	0.011617338955741296	-0.05731284335069314	0.2113032582197684	0.11039334079435201	-0.28869674178023164	0.010393340794352002	0.5784199017133796	0.1364223719461302	-0.12158009828662031	0.03642237194613018
40	4.694085273208122	0.7815424297767013	0.6940852732081222	-0.2184575702232987	8.989868233660692	1.0819190614080887	2.489868233660692	-0.4180809385919113	8.79939899379297	0.8198662666277549	-0.20060100620703025	-0.18013373337224514	4.039393626498369	0.4918567889940076	0.5393936264983692	-0.008143211005992412	6.594386726805485	0.7097796636429508	1.5943867268054852	0.20977966364295075	5.954280736243996	0.40595344921698223	-0.04571926375600377	-0.09404655078301777	0.461024715015192	0.14139770134122778	0.011024715015191977	-0.05860229865877223	0.20925346068499479	0.10968068407353249	-0.2907465393150052	0.00968068407353248	0.5784199017133796	0.1364223719461302	-0.12158009828662031	0.03642237194613018
41	4.704476040345384	0.7780231743641282	0.7044760403453836	-0.22197682563587184	9.005121897673627	1.072306743825919	2.505121897673627	-0.42769325617408094	8.79939899379297	0.8198662666277549	-0.20060100620703025	-0.18013373337224514	4.043201785963021	0.4874308323343844	0.5432017859630207	-0.01256916766561561	6.60169034969861	0.7021419140376858	1.6016903496986101	0.20214191403768578	5.954280736243996	0.40595344921698223	-0.04571926375600377	-0.09404655078301777	0.461974425664865	0.1408749244573361	0.011974425664865007	-0.05912507554266391	0.20887139231428947	0.10829235316068704	-0.2911286076857105	0.008292353160687035	0.5784199017133796	0.1364223719461302	-0.12158009828662031	0.03642237194613018
42	4.685934270789337	0.7765115918512335	0.6859342707893372	-0.22348840814876647	9.02100915544773	1.0636937117309737	2.5210091554477305	-0.4363062882690263	8.79939899379297	0.8198662666277549	-0.20060100620703025	-0.18013373337224514	4.0310356779988155	0.4871081111886371	0.5310356779988155	-0.012891888811362884	6.608537840462006	0.6946946085023595	1.6085378404620059	0.19469460850235953	5.954280736243996	0.40595344921698223	-0.04571926375600377	-0.09404655078301777	0.4646006566733497	0.14084170650269212	0.014600656673349699	-0.05915829349730789	0.20882410085325476	0.10693055973399626	-0.29117589914674524	0.0069305597339962555	0.5784199017133796	0.1364223719461302	-0.12158009828662031	0.03642237194613018
43	4.698894098839217	0.7768707284018741	0.6988940988392169	-0.2231292715981259	9.028753434822795	1.0518398223507124	2.5287534348227947	-0.4481601776492876	8.770117594180574	0.813232583919018	-0.22988240581942598	-0.18676741608098202	4.0376912666807945	0.48633435190988367	0.5376912666807945	-0.013665648090116334	6.618760891009273	0.6893615196599099	1.6187608910092726	0.18936151965990988	5.9443923454328305	0.3994450172431758	-0.05560765456716954	-0.10055498275682417	0.46415559335608075	0.14008305798909082	0.014155593356080742	-0.05991694201090919	0.20649859384937583	0.10668832320337213	-0.29350140615062414	0.006688323203372121	0.5729934337995617	0.1358027130619233	-0.12700656620043826	0.035802713061923286
44	4.695466446729196	0.7773589242063638	0.6954664467291964	-0.22264107579363623	9.042481653147536	1.0431341674210812	2.5424816531475365	-0.4568658325789188	8.770117594180574	0.813232583919018	-0.22988240581942598	-0.18676741608098202	4.036848302167171	0.486175705345114	0.5368483021671713	-0.013824294654885994	6.628752182118869	0.6842492769826622	1.6287521821188689	0.18424927698266225	5.9443923454328305	0.3994450172431758	-0.05560765456716954	-0.10055498275682417	0.4631520591972984	0.1395400508801895	0.013152059197298394	-0.06045994911981051	0.20502155256286025	0.10585461641229314	-0.29497844743713975	0.005854616412293137	0.5729934337995617	0.1358027130619233	-0.12700656620043826	0.035802713061923286
45	4.693095269345714	0.7772058106365389	0.6930952693457142	-0.22279418936346107	9.055641671039947	1.034622518269347	2.5556416710399468	-0.4653774817306531	8.770117594180574	0.813232583919018	-0.22988240581942598	-0.18676741608098202	4.033116549962391	0.48625823037597365	0.5331165499623909	-0.013741769624026345	6.634330507421924	0.6772576676620592	1.6343305074219243	0.1772576676620592	5.9443923454328305	0.3994450172431758	-0.05560765456716954	-0.10055498275682417	0.46551292730610244	0.1399161673002923	0.015512927306102431	-0.06008383269970771	0.20497884823509951	0.10461689163126943	-0.2950211517649005	0.004616891631269424	0.5729934337995617	0.1358027130619233	-0.12700656620043826	0.035802713061923286
46	4.696471409926463	0.780678019077623	0.6964714099264633	-0.21932198092237698	9.067768932400982	1.0260280986450718	2.5677689324009823	-0.47397190135492817	8.770117594180574	0.813232583919018	-0.22988240581942598	-0.18676741608098202	4.034991571199723	0.4890099602347611	0.5349915711997228	-0.01099003976523888	6.644065871713379	0.6726949002962219	1.6440658717133791	0.17269490029622192	5.9443923454328305	0.3994450172431758	-0.05560765456716954	-0.10055498275682417	0.46541525179801146	0.14004705779671764	0.015415251798011453	-0.05995294220328237	0.2033988432312131	0.10396292454695777	-0.2966011567687869	0.003962924546957763	0.5729934337995617	0.1358027130619233	-0.12700656620043826	0.035802713061923286
47	4.69199778798524	0.7835277450538236	0.6919977879852404	-0.2164722549461764	9.079446710756384	1.0176505398367803	2.5794467107563843	-0.48234946016321967	8.770117594180574	0.813232583919018	-0.22988240581942598	-0.18676741608098202	4.032514707555867	0.49186623470586516	0.5325147075558672	-0.008133765294134843	6.653155562160622	0.6680292639771558	1.653155562160622	0.16802926397715578	5.9443923454328305	0.3994450172431758	-0.05560765456716954	-0.10055498275682417	0.4659546539873598	0.1407670321950294	0.01595465398735979	-0.059232967804970615	0.20195839731416995	0.10326446702265993	-0.29804160268583	0.0032644670226599226	0.5729934337995617	0.1358027130619233	-0.12700656620043826	0.035802713061923286
48	4.700674326024801	0.7849242668666627	0.7006743260248012	-0.21507573313333728	9.090541352386005	1.009398129482668	2.590541352386005	-0.49060187051733206	8.770117594180574	0.813232583919018	-0.22988240581942598	-0.18676741608098202	4.0399976618408555	0.495598334642933	0.5399976618408555	-0.004401665357066986	6.6621121845869355	0.6635752533457938	1.6621121845869355	0.16357525334579381	5.9443923454328305	0.3994450172431758	-0.05560765456716954	-0.10055498275682417	0.4636361346294661	0.141823615177934	0.013636134629466112	-0.058176384822066024	0.20049889964824089	0.10262480262299564	-0.29950110035175914	0.0026248026229956367	0.5729934337995617	0.1358027130619233	-0.12700656620043826	0.035802713061923286
49	4.695180575555562	0.7860582451005865	0.695180575555562	-0.21394175489941347	9.101772629146138	1.0016291649761504	2.6017726291461383	-0.4983708350238496	8.770117594180574	0.813232583919018	-0.22988240581942598	-0.18676741608098202	4.036462422668195	0.49706282357225423	0.5364624226681949	-0.002937176427745769	6.665104067270896	0.6568051566370251	1.6651040672708959	0.1568051566370251	5.9443923454328305	0.3994450172431758	-0.05560765456716954	-0.10055498275682417	0.46457924950566265	0.1422940865448624	0.01457924950566264	-0.05770591345513762	0.20121543008856582	0.10164847346593078	-0.2987845699114342	0.0016484734659307776	0.5729934337995617	0.1358027130619233	-0.12700656620043826	0.035802713061923286
50	4.705196633984213	0.791770041413903	0.7051966339842126	-0.20822995858609705	9.11112874478616	0.9933020797933255	2.6111287447861606	-0.5066979202066745	8.770117594180574	0.813232583919018	-0.22988240581942598	-0.18676741608098202	4.042524231729642	0.4997497352230785	0.5425242317296419	-0.00025026477692152715	6.67446261253485	0.6532206330441057	1.6744626125348496	0.15322063304410571	5.9443923454328305	0.3994450172431758	-0.05560765456716954	-0.10055498275682417	0.46370682731591606	0.14258201464799328	0.013706827315916048	-0.057417985352006734	0.19947541146654624	0.10131884892148038	-0.30052458853345376	0.0013188489214803756	0.5729934337995617	0.1358027130619233	-0.12700656620043826	0.035802713061923286
