num_samples	m_hat_log_area_x0	sigma_hat_log_area_x0	m_err_log_area_x0	sigma_err_log_area_x0	m_hat_log_area_x1	sigma_hat_log_area_x1	m_err_log_area_x1	sigma_err_log_area_x1	m_hat_log_area_x2	sigma_hat_log_area_x2	m_err_log_area_x2	sigma_err_log_area_x2	m_hat_log_perimeter_x0	sigma_hat_log_perimeter_x0	m_err_log_perimeter_x0	sigma_err_log_perimeter_x0	m_hat_log_perimeter_x1	sigma_hat_log_perimeter_x1	m_err_log_perimeter_x1	sigma_err_log_perimeter_x1	m_hat_log_perimeter_x2	sigma_hat_log_perimeter_x2	m_err_log_perimeter_x2	sigma_err_log_perimeter_x2	m_hat_circularity_x0	sigma_hat_circularity_x0	m_err_circularity_x0	sigma_err_circularity_x0	m_hat_circularity_x1	sigma_hat_circularity_x1	m_err_circularity_x1	sigma_err_circularity_x1	m_hat_circularity_x2	sigma_hat_circularity_x2	m_err_circularity_x2	sigma_err_circularity_x2
21	4.726811934257004	0.8300717688486983	0.7268119342570039	-0.16992823115130173	8.551216976132867	1.317075705569152	2.051216976132867	-0.182924294430848	8.777736758228086	0.8967497228916904	-0.22226324177191437	-0.10325027710830958	4.049966672948545	0.5259991277880348	0.5499666729485453	0.025999127788034815	6.31554408557899	0.8657461658541258	1.3155440855789902	0.3657461658541258	5.939113598356568	0.4516373141174238	-0.060886401643432286	-0.048362685882576195	0.4667698563199695	0.14437451202810692	0.016769856319969467	-0.055625487971893095	0.24084487670290483	0.13200122166122127	-0.25915512329709517	0.03200122166122127	0.5837260430416175	0.13919185964619957	-0.1162739569583825	0.03919185964619956
22	4.7206327973492135	0.8276147922897904	0.7206327973492135	-0.1723852077102096	8.59846587627543	1.3042999242595565	2.09846587627543	-0.19570007574044346	8.777736758228086	0.8967497228916904	-0.22226324177191437	-0.10325027710830958	4.045732288016265	0.5285910795607465	0.5457322880162652	0.02859107956074647	6.348058330603405	0.8585354042025791	1.348058330603405	0.3585354042025791	5.939113598356568	0.4516373141174238	-0.060886401643432286	-0.048362685882576195	0.46865068877401733	0.1466406486033678	0.01865068877401732	-0.0533593513966322	0.23644051243697287	0.1304659274184533	-0.26355948756302716	0.030465927418453304	0.5837260430416175	0.13919185964619957	-0.1162739569583825	0.03919185964619956
23	4.698077335364725	0.831374507032602	0.6980773353647249	-0.16862549296739804	8.64354196311581	1.292518367461238	2.14354196311581	-0.20748163253876206	8.777736758228086	0.8967497228916904	-0.22226324177191437	-0.10325027710830958	4.035697921211366	0.5261692743140806	0.5356979212113657	0.02616927431408056	6.373466572384671	0.8476010718322203	1.3734665723846708	0.34760107183222033	5.939113598356568	0.4516373141174238	-0.060886401643432286	-0.048362685882576195	0.4670290513297029	0.14503738668235028	0.017029051329702893	-0.05496261331764973	0.2341289576126531	0.12794747237679804	-0.26587104238734693	0.027947472376798038	0.5837260430416175	0.13919185964619957	-0.1162739569583825	0.03919185964619956
24	4.701291719893819	0.8351312829698389	0.7012917198938187	-0.16486871703016115	8.646631133492887	1.2641984878962316	2.146631133492887	-0.23580151210376843	8.796780553196182	0.8737187891555257	-0.20321944680381776	-0.1262812108444743	4.03860364479673	0.5272470225182424	0.53860364479673	0.027247022518242403	6.377843366960666	0.8292474584235695	1.3778433669606658	0.3292474584235695	5.94990717861435	0.44053908397982167	-0.05009282138565041	-0.059460916020178334	0.4654613041891892	0.14391738531667023	0.015461304189189173	-0.056082614683329784	0.23194438892347893	0.12559191281858506	-0.2680556110765211	0.025591912818585055	0.5814524126876048	0.13538003492004663	-0.11854758731239512	0.03538003492004663
25	4.70799557873476	0.8240566817612645	0.70799557873476	-0.17594331823873555	8.687015624187481	1.2539453410399104	2.187015624187481	-0.2460546589600896	8.796780553196182	0.8737187891555257	-0.20321944680381776	-0.1262812108444743	4.041367648041619	0.5206165195207167	0.5413676480416187	0.020616519520716747	6.3898633168684125	0.8140093290163566	1.3898633168684125	0.3140093290163566	5.94990717861435	0.44053908397982167	-0.05009282138565041	-0.059460916020178334	0.4659382624207781	0.14422038411285368	0.015938262420778115	-0.05577961588714633	0.23511904795181482	0.12396801216655169	-0.2648809520481852	0.023968012166551686	0.5814524126876048	0.13538003492004663	-0.11854758731239512	0.03538003492004663
26	4.695996632442651	0.819644556327937	0.6959966324426512	-0.18035544367206302	8.722615036685477	1.2419476776452167	2.222615036685477	-0.25805232235478326	8.796780553196182	0.8737187891555257	-0.20321944680381776	-0.1262812108444743	4.037900716245442	0.5210544655814449	0.5379007162454421	0.02105446558144486	6.41389989511484	0.8069252906281679	1.4138998951148398	0.30692529062816787	5.94990717861435	0.44053908397982167	-0.05009282138565041	-0.059460916020178334	0.46458079636844946	0.1465705183246932	0.014580796368449445	-0.05342948167530681	0.23191983239075095	0.12255388530872954	-0.268080167609249	0.022553885308729538	0.5814524126876048	0.13538003492004663	-0.11854758731239512	0.03538003492004663
27	4.689618190350236	0.8073022376440204	0.6896181903502363	-0.19269776235597957	8.755261525099568	1.2295877620734452	2.2552615250995682	-0.2704122379265548	8.796780553196182	0.8737187891555257	-0.20321944680381776	-0.1262812108444743	4.038248439852543	0.5112328267701588	0.5382484398525431	0.0112328267701588	6.440187779932979	0.8029591843230778	1.4401877799329794	0.3029591843230778	5.94990717861435	0.44053908397982167	-0.05009282138565041	-0.059460916020178334	0.4609702229590407	0.14527591321584502	0.01097022295904071	-0.054724086784154996	0.22781733363615603	0.12205001785534031	-0.272182666363844	0.022050017855340304	0.5814524126876048	0.13538003492004663	-0.11854758731239512	0.03538003492004663
28	4.688912740936304	0.8039825993328523	0.6889127409363036	-0.19601740066714768	8.785777911218455	1.2173599629846892	2.285777911218455	-0.2826400370153108	8.796780553196182	0.8737187891555257	-0.20321944680381776	-0.1262812108444743	4.040006964479499	0.5113369025342775	0.5400069644794989	0.011336902534277549	6.465842287697135	0.799557609000492	1.4658422876971349	0.299557609000492	5.94990717861435	0.44053908397982167	-0.05009282138565041	-0.059460916020178334	0.4596574071909698	0.14694843480258024	0.009657407190969802	-0.05305156519741977	0.2237392724568772	0.12169696716374659	-0.2762607275431228	0.021696967163746583	0.5814524126876048	0.13538003492004663	-0.11854758731239512	0.03538003492004663
29	4.688912740936304	0.8039825993328523	0.6889127409363036	-0.19601740066714768	8.785777911218455	1.2173599629846892	2.285777911218455	-0.2826400370153108	8.84453534308759	0.874244903025438	-0.15546465691240918	-0.125755096974562	4.040006964479499	0.5113369025342775	0.5400069644794989	0.011336902534277549	6.465842287697135	0.799557609000492	1.4658422876971349	0.299557609000492	5.965189740012057	0.4332785877134472	-0.034810259987943404	-0.06672141228655282	0.4596574071909698	0.14694843480258024	0.009657407190969802	-0.05305156519741977	0.2237392724568772	0.12169696716374659	-0.2762607275431228	0.021696967163746583	0.5921863995670702	0.1396377324353916	-0.10781360043292976	0.03963773243539159
30	4.696461819048891	0.8102035734819111	0.6964618190488912	-0.18979642651808892	8.81379427017081	1.2049068523199753	2.31379427017081	-0.2950931476800247	8.84453534308759	0.874244903025438	-0.15546465691240918	-0.125755096974562	4.046153304823031	0.5146040132338505	0.5461533048230311	0.014604013233850521	6.484398558353188	0.7914835563602411	1.4843985583531882	0.29148355636024115	5.965189740012057	0.4332785877134472	-0.034810259987943404	-0.06672141228655282	0.45766180010542606	0.14681060911147295	0.007661800105426053	-0.05318939088852706	0.2213020724124658	0.12022261102235648	-0.2786979275875342	0.02022261102235648	0.5921863995670702	0.1396377324353916	-0.10781360043292976	0.03963773243539159
31	4.694446526786809	0.8132496743756679	0.694446526786809	-0.18675032562433214	8.824722233630663	1.1854623770230113	2.3247222336306628	-0.31453762297698873	8.838907672850596	0.8512996121676754	-0.16109232714940447	-0.14870038783232464	4.045445470421744	0.5141512130216254	0.5454454704217442	0.014151213021625364	6.490779380462578	0.7785024553074184	1.4907793804625777	0.27850245530741835	5.971155223665212	0.42256541570565875	-0.02884477633478788	-0.07743458429434125	0.45726802673550115	0.14635498851228	0.007268026735501143	-0.053645011487720023	0.22015913241353446	0.11829737877568312	-0.27984086758646554	0.018297378775683118	0.5828732052682228	0.14215189378245638	-0.11712679473177712	0.04215189378245637
32	4.686214485318265	0.8141294952898721	0.6862144853182652	-0.1858705047101279	8.851599150484608	1.1751044382830913	2.351599150484608	-0.3248955617169087	8.838907672850596	0.8512996121676754	-0.16109232714940447	-0.14870038783232464	4.039424329341647	0.5133388333238931	0.5394243293416467	0.013338833323893073	6.500938837654655	0.767504737557109	1.5009388376546546	0.267504737557109	5.971155223665212	0.42256541570565875	-0.02884477633478788	-0.07743458429434125	0.4585261808492325	0.1449354470365877	0.008526180849232512	-0.05506455296341231	0.22085162873626218	0.1163729360728871	-0.2791483712637378	0.01637293607288709	0.5828732052682228	0.14215189378245638	-0.11712679473177712	0.04215189378245637
33	4.703675573411828	0.8161649118370674	0.7036755734118278	-0.1838350881629326	8.87344709838636	1.1625837103551302	2.373447098386359	-0.3374162896448698	8.838907672850596	0.8512996121676754	-0.16109232714940447	-0.14870038783232464	4.047618125861315	0.5123266047570658	0.5476181258613151	0.012326604757065818	6.518154987195318	0.7612792778149646	1.5181549871953184	0.26127927781496463	5.971155223665212	0.42256541570565875	-0.02884477633478788	-0.07743458429434125	0.45891161804464586	0.14483457081703993	0.008911618044645853	-0.05516542918296008	0.21809428701043776	0.11553827985013293	-0.28190571298956224	0.015538279850132924	0.5828732052682228	0.14215189378245638	-0.11712679473177712	0.04215189378245637
34	4.709280426142616	0.8003009483505469	0.709280426142616	-0.19969905164945312	8.895464301289138	1.1512429562659499	2.395464301289138	-0.34875704373405014	8.838907672850596	0.8512996121676754	-0.16109232714940447	-0.14870038783232464	4.049704251748343	0.5039905343786837	0.5497042517483433	0.0039905343786836855	6.5337984097019906	0.7546595073454351	1.5337984097019906	0.2546595073454351	5.971155223665212	0.42256541570565875	-0.02884477633478788	-0.07743458429434125	0.45980399205203215	0.14511306311319266	0.00980399205203214	-0.05488693688680735	0.21585730578386872	0.11444242974103673	-0.28414269421613125	0.014442429741036725	0.5828732052682228	0.14215189378245638	-0.11712679473177712	0.04215189378245637
35	4.696334856578449	0.7985852205617332	0.6963348565784493	-0.2014147794382668	8.918368297323617	1.1415051786314567	2.4183682973236174	-0.35849482136854327	8.838907672850596	0.8512996121676754	-0.16109232714940447	-0.14870038783232464	4.0413233004881794	0.5031237887391444	0.5413233004881794	0.0031237887391444286	6.537602359298721	0.7434682541237243	1.5376023592987211	0.2434682541237243	5.971155223665212	0.42256541570565875	-0.02884477633478788	-0.07743458429434125	0.46134923981460385	0.14455942866322805	0.01134923981460384	-0.055440571336771965	0.21911897066570257	0.11428865380920698	-0.2808810293342974	0.014288653809206978	0.5828732052682228	0.14215189378245638	-0.11712679473177712	0.04215189378245637
36	4.681148099805442	0.7881657631134263	0.6811480998054424	-0.21183423688657366	8.939089636849332	1.131254890906177	2.4390896368493316	-0.36874510909382296	8.838907672850596	0.8512996121676754	-0.16109232714940447	-0.14870038783232464	4.032688629229513	0.49638020193690596	0.5326886292295132	-0.0036197980630940374	6.55219618928224	0.7375243272345057	1.55219618928224	0.23752432723450567	5.971155223665212	0.42256541570565875	-0.02884477633478788	-0.07743458429434125	0.46174687848289325	0.14298058619365125	0.011746878482893242	-0.05701941380634876	0.21704527320762546	0.11326177954838434	-0.28295472679237454	0.01326177954838434	0.5828732052682228	0.14215189378245638	-0.11712679473177712	0.04215189378245637
37	4.688138063266796	0.7899208087537781	0.6881380632667957	-0.21007919124622187	8.957050754052952	1.1201729144592731	2.4570507540529523	-0.37982708554072686	8.838907672850596	0.8512996121676754	-0.16109232714940447	-0.14870038783232464	4.035678641790802	0.4969324145860325	0.5356786417908017	-0.0030675854139675107	6.5663150830799495	0.7318314582537243	1.5663150830799495	0.2318314582537243	5.971155223665212	0.42256541570565875	-0.02884477633478788	-0.07743458429434125	0.4620857917263001	0.14281688453666003	0.012085791726300088	-0.057183115463339984	0.21476582776256023	0.11246671153933602	-0.28523417223743974	0.012466711539336012	0.5828732052682228	0.14215189378245638	-0.11712679473177712	0.04215189378245637
38	4.690946987293766	0.7837987329809205	0.6909469872937661	-0.2162012670190795	8.965772980881022	1.1057789163311027	2.465772980881022	-0.3942210836688973	8.820019407703032	0.8342467116860183	-0.1799805922969675	-0.16575328831398173	4.037215526859656	0.4934371686883997	0.5372155268596561	-0.006562831311600292	6.574185325768204	0.7231818188883659	1.5741853257682044	0.22318181888836586	5.964801662879533	0.4128936624008322	-0.03519833712046694	-0.0871063375991678	0.4619099258402255	0.14268244523834428	0.011909925840225488	-0.05731755476165573	0.2129947773976277	0.1114157154273576	-0.28700522260237227	0.0114157154273576	0.5788457736809723	0.13977634696053354	-0.12115422631902761	0.03977634696053353
